-6.767676767676768179e+00, 1.284350352343767799e-20, 8.763762638845391996e-19, 5.961235288016258039e-20, 5.961235288016258039e-20
-6.565656565656565746e+00, 1.898892133991025176e-19, 1.186781152706895837e-17, 8.763762638845391996e-19, 8.763762638845391996e-19
-6.363636363636363313e+00, 2.587426895635260808e-18, 1.480315042991511341e-16, 1.186781152706895837e-17, 1.186781152706895837e-17
-6.161616161616161769e+00, 3.249278129950410683e-17, 1.700655809889647110e-15, 1.480315042991511341e-16, 1.480315042991511341e-16
-5.959595959595959336e+00, 3.760596115802416414e-16, 1.799409070710983251e-14, 1.700655809889647110e-15, 1.700655809889647110e-15
-5.757575757575757791e+00, 4.011229451400401264e-15, 1.753330473962432010e-13, 1.799409070710983251e-14, 1.799409070710983251e-14
-5.555555555555555358e+00, 3.943204710720718113e-14, 1.573198507037039277e-12, 1.753330473962432010e-13, 1.753330473962432010e-13
-5.353535353535353813e+00, 3.572499273167093132e-13, 1.299721559449018761e-11, 1.573198507037039277e-12, 1.573198507037039277e-12
-5.151515151515151381e+00, 2.982950047415742723e-12, 9.885995231744285769e-11, 1.299721559449018761e-11, 1.299721559449018761e-11
-4.949494949494949836e+00, 2.295465758629304138e-11, 6.922200882363633582e-10, 9.885995231744285769e-11, 9.885995231744285769e-11
-4.747474747474747403e+00, 1.627970996542455114e-10, 4.461341065860593240e-09, 6.922200882363633582e-10, 6.922200882363633582e-10
-4.545454545454545858e+00, 1.064078123060423934e-09, 2.646182689051093976e-08, 4.461341065860593240e-09, 4.461341065860593240e-09
-4.343434343434343425e+00, 6.409901737305068993e-09, 1.444221169407860132e-07, 2.646182689051093976e-08, 2.646182689051093976e-08
-4.141414141414141881e+00, 3.558608697786783287e-08, 7.251404317366000427e-07, 1.444221169407860132e-07, 1.444221169407860132e-07
-3.939393939393939448e+00, 1.820791034903125937e-07, 3.348779408205349027e-06, 7.251404317366000427e-07, 7.251404317366000427e-07
-3.737373737373737903e+00, 8.586001960570481935e-07, 1.422040409135922663e-05, 3.348779408205349027e-06, 3.348779408205349027e-06
-3.535353535353535470e+00, 3.731409103402352146e-06, 5.550895063582655904e-05, 1.422040409135922663e-05, 1.422040409135922663e-05
-3.333333333333333037e+00, 1.494533852478147796e-05, 1.991036917087617825e-04, 5.550895063582655904e-05, 5.550895063582655904e-05
-3.131313131313131493e+00, 5.516830654675346018e-05, 6.559469177656623200e-04, 1.991036917087617825e-04, 1.991036917087617825e-04
-2.929292929292929060e+00, 1.876828353883016622e-04, 1.983803487731200174e-03, 6.559469177656623200e-04, 6.559469177656623200e-04
-2.727272727272727515e+00, 5.884512167481391115e-04, 5.504074471701172339e-03, 1.983803487731200174e-03, 1.983803487731200174e-03
-2.525252525252525082e+00, 1.700385453455448975e-03, 1.399818279179583860e-02, 5.504074471701172339e-03, 5.504074471701172339e-03
-2.323232323232323537e+00, 4.528301168969753321e-03, 3.259969559427020741e-02, 1.399818279179583860e-02, 1.399818279179583860e-02
-2.121212121212121104e+00, 1.111409825872132322e-02, 6.942789667939980314e-02, 3.259969559427020741e-02, 3.259969559427020741e-02
-1.919191919191918672e+00, 2.513993597173141276e-02, 1.349814104630704670e-01, 6.942789667939980314e-02, 6.942789667939980314e-02
-1.717171717171718015e+00, 5.240890778245253789e-02, 2.390037051250982758e-01, 1.349814104630704670e-01, 1.349814104630704670e-01
-1.515151515151515582e+00, 1.006924845754017805e-01, 3.841341737624969777e-01, 2.390037051250982758e-01, 2.390037051250982758e-01
-1.313131313131313149e+00, 1.782953479617649661e-01, 5.576922989675991982e-01, 3.841341737624969777e-01, 3.841341737624969777e-01
-1.111111111111110716e+00, 2.909604588643104894e-01, 7.258738448342720861e-01, 5.576922989675991982e-01, 5.576922989675991982e-01
-9.090909090909100598e-01, 4.376016396389099117e-01, 8.363518175798562160e-01, 7.258738448342720861e-01, 7.258738448342720861e-01
-7.070707070707076269e-01, 6.065616027863559578e-01, 8.330651700795330683e-01, 8.363518175798562160e-01, 8.363518175798562160e-01
-5.050505050505051940e-01, 7.748575967418175336e-01, 6.801548889687639710e-01, 8.330651700795330683e-01, 8.330651700795330683e-01
-3.030303030303027612e-01, 9.122626248163155926e-01, 3.840517351430848825e-01, 6.801548889687639710e-01, 6.801548889687639710e-01
-1.010101010101003283e-01, 9.898488339361308785e-01, 0.000000000000000000e+00, 3.840517351430848825e-01, 3.840517351430848825e-01
1.010101010101003283e-01, 9.898488339361308785e-01, -3.840517351430848825e-01, 0.000000000000000000e+00, 0.000000000000000000e+00
3.030303030303027612e-01, 9.122626248163155926e-01, -6.801548889687639710e-01, -3.840517351430848825e-01, -3.840517351430848825e-01
5.050505050505051940e-01, 7.748575967418175336e-01, -8.330651700795330683e-01, -6.801548889687639710e-01, -6.801548889687639710e-01
7.070707070707076269e-01, 6.065616027863559578e-01, -8.363518175798566601e-01, -8.330651700795330683e-01, -8.330651700795330683e-01
9.090909090909082835e-01, 4.376016396389112995e-01, -7.258738448342725302e-01, -8.363518175798566601e-01, -8.363518175798566601e-01
1.111111111111110716e+00, 2.909604588643104894e-01, -5.576922989675991982e-01, -7.258738448342725302e-01, -7.258738448342725302e-01
1.313131313131313149e+00, 1.782953479617649661e-01, -3.841341737624969777e-01, -5.576922989675991982e-01, -5.576922989675991982e-01
1.515151515151515582e+00, 1.006924845754017805e-01, -2.390037051250988587e-01, -3.841341737624969777e-01, -3.841341737624969777e-01
1.717171717171716239e+00, 5.240890778245284320e-02, -1.349814104630708000e-01, -2.390037051250988587e-01, -2.390037051250988587e-01
1.919191919191918672e+00, 2.513993597173141276e-02, -6.942789667939980314e-02, -1.349814104630708000e-01, -1.349814104630708000e-01
2.121212121212121104e+00, 1.111409825872132322e-02, -3.259969559427020741e-02, -6.942789667939980314e-02, -6.942789667939980314e-02
2.323232323232323537e+00, 4.528301168969753321e-03, -1.399818279179586289e-02, -3.259969559427020741e-02, -3.259969559427020741e-02
2.525252525252524194e+00, 1.700385453455456565e-03, -5.504074471701197492e-03, -1.399818279179586289e-02, -1.399818279179586289e-02
2.727272727272726627e+00, 5.884512167481417136e-04, -1.983803487731204077e-03, -5.504074471701197492e-03, -5.504074471701197492e-03
2.929292929292929060e+00, 1.876828353883016622e-04, -6.559469177656623200e-04, -1.983803487731204077e-03, -1.983803487731204077e-03
3.131313131313131493e+00, 5.516830654675346018e-05, -1.991036917087613217e-04, -6.559469177656623200e-04, -6.559469177656623200e-04
3.333333333333333925e+00, 1.494533852478139834e-05, -5.550895063582655904e-05, -1.991036917087613217e-04, -1.991036917087613217e-04
3.535353535353534582e+00, 3.731409103402372051e-06, -1.422040409135930117e-05, -5.550895063582655904e-05, -5.550895063582655904e-05
3.737373737373737015e+00, 8.586001960570527463e-07, -3.348779408205357073e-06, -1.422040409135930117e-05, -1.422040409135930117e-05
3.939393939393939448e+00, 1.820791034903125937e-07, -7.251404317366000427e-07, -3.348779408205357073e-06, -3.348779408205357073e-06
4.141414141414141881e+00, 3.558608697786783287e-08, -1.444221169407864367e-07, -7.251404317366000427e-07, -7.251404317366000427e-07
4.343434343434342537e+00, 6.409901737305114488e-09, -2.646182689051110850e-08, -1.444221169407864367e-07, -1.444221169407864367e-07
4.545454545454544970e+00, 1.064078123060435308e-09, -4.461341065860630463e-09, -2.646182689051110850e-08, -2.646182689051110850e-08
4.747474747474747403e+00, 1.627970996542455114e-10, -6.922200882363633582e-10, -4.461341065860630463e-09, -4.461341065860630463e-09
4.949494949494949836e+00, 2.295465758629304138e-11, -9.885995231744312911e-11, -6.922200882363633582e-10, -6.922200882363633582e-10
5.151515151515150492e+00, 2.982950047415774631e-12, -1.299721559449032817e-11, -9.885995231744312911e-11, -9.885995231744312911e-11
5.353535353535352925e+00, 3.572499273167130997e-13, -1.573198507037051192e-12, -1.299721559449032817e-11, -1.299721559449032817e-11
5.555555555555555358e+00, 3.943204710720718113e-14, -1.753330473962432010e-13, -1.573198507037051192e-12, -1.573198507037051192e-12
5.757575757575757791e+00, 4.011229451400401264e-15, -1.799409070710989562e-14, -1.753330473962432010e-13, -1.753330473962432010e-13
5.959595959595958448e+00, 3.760596115802443532e-16, -1.700655809889648096e-15, -1.799409070710989562e-14, -1.799409070710989562e-14
6.161616161616162657e+00, 3.249278129950365077e-17, -1.480315042991495317e-16, -1.700655809889648096e-15, -1.700655809889648096e-15
6.363636363636363313e+00, 2.587426895635260808e-18, -1.186781152706904465e-17, -1.480315042991495317e-16, -1.480315042991495317e-16
6.565656565656563970e+00, 1.898892133991065621e-19, -8.763762638845513330e-19, -1.186781152706904465e-17, -1.186781152706904465e-17
6.767676767676768179e+00, 1.284350352343767799e-20, -5.961235288016278502e-20, -8.763762638845513330e-19, -8.763762638845513330e-19
6.969696969696968836e+00, 8.006039516877008751e-22, -3.735318330237303911e-21, -5.961235288016278502e-20, -5.961235288016278502e-20
7.171717171717173045e+00, 4.599418800338882436e-23, -2.156168642114889973e-22, -3.735318330237303911e-21, -3.735318330237303911e-21
7.373737373737373701e+00, 2.435225536421641627e-24, -1.146615745596101818e-23, -2.156168642114889973e-22, -2.156168642114889973e-22
7.575757575757574358e+00, 1.188300907729669737e-25, -5.617562574091627494e-25, -1.146615745596101818e-23, -1.146615745596101818e-23
7.777777777777778567e+00, 5.343978165054071729e-27, -2.535631691072187351e-26, -5.617562574091627494e-25, -5.617562574091627494e-25
7.979797979797979224e+00, 2.214899002618084769e-28, -1.054495709033570035e-27, -2.535631691072187351e-26, -2.535631691072187351e-26
8.181818181818179880e+00, 8.460464093411923188e-30, -4.040498101668288731e-29, -1.054495709033570035e-27, -1.054495709033570035e-27
8.383838383838384090e+00, 2.978416657991295042e-31, -1.426482661605892245e-30, -4.040498101668288731e-29, -4.040498101668288731e-29
8.585858585858584746e+00, 9.663350323193634013e-33, -4.640328718574068135e-32, -1.426482661605892245e-30, -1.426482661605892245e-30
8.787878787878788955e+00, 2.889488715287480124e-34, -1.390881101271673180e-33, -4.640328718574068135e-32, -4.640328718574068135e-32
8.989898989898989612e+00, 7.962790463765431638e-36, -3.841473972671832925e-35, -1.390881101271673180e-33, -1.390881101271673180e-33
9.191919191919190268e+00, 2.022369836203665775e-37, -9.776409223106207343e-37, -3.841473972671832925e-35, -3.841473972671832925e-35
9.393939393939394478e+00, 4.733766991956213395e-39, -2.292666032088579929e-38, -9.776409223106207343e-37, -9.776409223106207343e-37
9.595959595959595134e+00, 1.021184422823458697e-40, -4.954364829973781322e-40, -2.292666032088579929e-38, -2.292666032088579929e-38
9.797979797979799343e+00, 2.030263899036076720e-42, -9.865662539415615521e-42, -4.954364829973781322e-40, -4.954364829973781322e-40
1.000000000000000000e+01, 3.720075976020836120e-44, -inf, -9.865662539415615521e-42, -9.865662539415615521e-42
1.213061316267998457e-01, 1.213061316267998457e-01, 2.699817375217549581e-02, inf, inf
